geo_id,year,deped_id,total_teacher_male,total_teacher_female,total_teachers,total_student_male,total_student_female,total_student_enrollment,geo_id,deped_id,school_name,address,adm0,adm1,adm2,adm3,latitude,longitude,geom
TAN-019860,2021,EM.9314,4,1,5,286,282,568,TAN-019860,EM.9314,BUGWANDEGE,,TZA,Shinyanga,Shinyanga Urban,Ibadakuli,-3.571384526,33.48966623,0101000020E61000001EE70D62ADBE40403AE2E40C32920CC0
TAN-019862,2021,EM.12277,2,12,14,364,380,744,TAN-019862,EM.12277,BUGWETO,,TZA,Shinyanga,Shinyanga Urban,Ibadakuli,-3.668921368,33.4631815,0101000020E61000005D4E098849BB4040A13E3972F3590DC0
TAN-019864,2021,EM.93,7,9,16,562,534,1096,TAN-019864,EM.93,IBADAKULI,,TZA,Shinyanga,Shinyanga Urban,Ibadakuli,-3.624175065,33.49994129,0101000020E61000002B3C8113FEBF4040BA3A197F4FFE0CC0
TAN-019866,2021,EM.7427,2,7,9,177,166,343,TAN-019866,EM.7427,MWAGALA,,TZA,Shinyanga,Shinyanga Urban,Ibadakuli,-3.686954557,33.4742399,0101000020E6100000AA7A9EE4B3BC4040B039E107E27E0DC0
TAN-019868,2021,EM.5537,4,6,10,316,322,638,TAN-019868,EM.5537,UZOGORE,,TZA,Shinyanga,Shinyanga Urban,Ibadakuli,-3.609481001,33.47054361,0101000020E61000005925E4C53ABC404072A0369337E00CC0
TAN-019870,2021,EM.4451,4,15,19,464,480,944,TAN-019870,EM.4451,BUHANGIJA,,TZA,Shinyanga,Shinyanga Urban,Ibinzamata,-3.684375,33.415903,0101000020E610000076A73B4F3CB540409A99999999790DC0
TAN-019872,2021,EM.12278,2,11,13,487,504,991,TAN-019872,EM.12278,IBINZAMATA,,TZA,Shinyanga,Shinyanga Urban,Ibinzamata,-3.684375,33.415903,0101000020E610000076A73B4F3CB540409A99999999790DC0
TAN-019874,2021,EM.5524,6,9,15,172,165,337,TAN-019874,EM.5524,JOMU,,TZA,Shinyanga,Shinyanga Urban,Kambarage,-3.664492242,33.41899277,0101000020E61000008A341A8EA1B540408DAFFE4EE1500DC0
TAN-019876,2021,EM.5525,2,11,13,364,344,708,TAN-019876,EM.5525,KAMBARAGE,,TZA,Shinyanga,Shinyanga Urban,Kambarage,-3.663591096,33.4114103,0101000020E610000068DEBB17A9B44040F6E439D9084F0DC0
TAN-019878,2021,EM.6726,2,11,13,373,355,728,TAN-019878,EM.6726,MWASELE,,TZA,Shinyanga,Shinyanga Urban,Kambarage,-3.653337615,33.39925828,0101000020E6100000ECA033E51AB34040845F4D12093A0DC0
TAN-019880,2021,EM.5535,6,8,14,213,226,439,TAN-019880,EM.5535,UHURU,,TZA,Shinyanga,Shinyanga Urban,Kambarage,-3.663334698,33.41806473,0101000020E6100000047B232583B5404040B2116C824E0DC0
TAN-019882,2021,EM.5523,2,8,10,244,241,485,TAN-019882,EM.5523,IWELYANGULA,,TZA,Shinyanga,Shinyanga Urban,Kitangili,-3.686837,33.440261,0101000020E6100000255AF2785AB840404776A565A47E0DC0
TAN-019884,2021,EM.5526,6,13,19,740,862,1602,TAN-019884,EM.5526,KITANGILI,,TZA,Shinyanga,Shinyanga Urban,Kitangili,-3.686837,33.440261,0101000020E6100000255AF2785AB840404776A565A47E0DC0
TAN-019886,2021,EM.6837,4,3,7,286,315,601,TAN-019886,EM.6837,KITANGILI,,TZA,Shinyanga,Shinyanga Urban,Kitangili,-3.686837,33.440261,0101000020E6100000255AF2785AB840404776A565A47E0DC0
TAN-019888,2021,EM.8960,7,9,16,442,488,930,TAN-019888,EM.8960,KITANGILI,,TZA,Shinyanga,Shinyanga Urban,Kitangili,-3.686837,33.440261,0101000020E6100000255AF2785AB840404776A565A47E0DC0
TAN-019890,2021,EM.3371,4,8,12,300,306,606,TAN-019890,EM.3371,LYANDU,,TZA,Shinyanga,Shinyanga Urban,Kizumbi,-3.723979712,33.46237255,0101000020E6100000B86812062FBB40405C0F10E0B5CA0DC0
TAN-019892,2021,EM.3201,3,10,13,785,661,1446,TAN-019892,EM.3201,NHELEGANI,,TZA,Shinyanga,Shinyanga Urban,Kizumbi,-3.72603533,33.40318106,0101000020E61000008788DD6F9BB340407CB9709CEBCE0DC0
TAN-019894,2021,EM.7426,5,6,11,440,421,861,TAN-019894,EM.7426,GALAMBA,,TZA,Shinyanga,Shinyanga Urban,Kolandoto,-3.63046,33.534437,0101000020E6100000DC627E6E68C44040417DCB9C2E0B0DC0
TAN-019896,2021,EM.5527,2,8,10,344,327,671,TAN-019896,EM.5527,KOLANDOTO,,TZA,Shinyanga,Shinyanga Urban,Kolandoto,-3.591115381,33.53756876,0101000020E610000090C6990DCFC44040EC756CB39ABA0CC0
TAN-019898,2021,EM.5538,4,6,10,359,309,668,TAN-019898,EM.5538,WAME,,TZA,Shinyanga,Shinyanga Urban,Kolandoto,-3.585534791,33.55081918,0101000020E6100000050E2E3E81C640401F1F50DD2CAF0CC0
TAN-019900,2021,EM.6725,1,9,10,225,252,477,TAN-019900,EM.6725,AZIMIO,,TZA,Shinyanga,Shinyanga Urban,Lubaga,-3.631916327,33.39611528,0101000020E6100000DF85CEE7B3B240400230B2252A0E0DC0
TAN-019902,2021,EM.12279,2,10,12,261,274,535,TAN-019902,EM.12279,LUBAGA,,TZA,Shinyanga,Shinyanga Urban,Lubaga,-3.643744366,33.40751128,0101000020E6100000F12C625429B4404050A2377263260DC0
TAN-019904,2021,EM.5529,5,14,19,938,878,1816,TAN-019904,EM.5529,MWENGE,,TZA,Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.670187235,33.42832445,0101000020E6100000E169E855D3B64040602C04208B5C0DC0
TAN-019906,2021,EM.5533,4,11,15,463,471,934,TAN-019906,EM.5533,TOWN,,TZA,Shinyanga,Shinyanga Urban,Kambarage,-3.667422414,33.42103823,0101000020E61000009D1BAA94E4B540409EFA0590E1560DC0
TAN-019907,2021,EM.5521,4,4,8,306,293,599,TAN-019907,EM.5521,BUSHOLA,,TZA,Shinyanga,Kishapu,Songwa,-3.496458499,33.49285908,0101000020E61000007E119F0116BF4040C235C83BBFF80BC0
TAN-019909,2021,EM.5534,3,4,7,542,539,1081,TAN-019909,EM.5534,TWENDEPAMOJA,,TZA,Shinyanga,Shinyanga Urban,Mwamalili,-3.546650908,33.45449419,0101000020E6100000D12299DD2CBA40407882E1828A5F0CC0
TAN-019911,2021,EM.5536,3,6,9,333,369,702,TAN-019911,EM.5536,UJAMAA,,TZA,Shinyanga,Shinyanga Urban,Mwamalili,-3.59375027,33.44985322,0101000020E61000003DF351CA94B940401E213D2400C00CC0
TAN-019913,2021,EM.7955,3,6,9,244,230,474,TAN-019913,EM.7955,BUGIMBAGU,,TZA,Shinyanga,Shinyanga Urban,Mwawaza,-3.705515597,33.36570088,0101000020E6100000F5DB5349CFAE40409D767F5CE5A40DC0
TAN-019915,2021,EM.531,4,5,9,382,426,808,TAN-019915,EM.531,MWANTINI,,TZA,Shinyanga,Shinyanga Urban,Mwawaza,-3.693569225,33.33153037,0101000020E6100000F16350966FAA4040B61897056E8C0DC0
TAN-019917,2021,EM.5531,4,9,13,429,470,899,TAN-019917,EM.5531,NEGEZI,,TZA,Shinyanga,Shinyanga Urban,Mwawaza,-3.675222248,33.37716983,0101000020E6100000A671DA1947B04040668805ECDA660DC0
TAN-019919,2021,EM.12907,4,9,13,622,619,1241,TAN-019919,EM.12907,MSUFINI,,TZA,Shinyanga,Shinyanga Urban,Ndala,-3.668733,33.398069,0101000020E61000009546CCECF3B24040390CE6AF90590DC0
TAN-019921,2021,EM.12903,3,15,18,365,391,756,TAN-019921,EM.12903,BUGOYI B,,TZA,Shinyanga,Shinyanga Urban,Ndembezi,-3.661302314,33.4305354,0101000020E61000009862B3C81BB7404067311BDE584A0DC0
TAN-019922,2021,EM.5530,2,13,15,429,415,844,TAN-019922,EM.5530,NDEMBEZI,,TZA,Shinyanga,Shinyanga Urban,Ndembezi,-3.634374299,33.44093178,0101000020E6100000FC6EDB7370B84040FE051DD532130DC0
TAN-019924,2021,EM.1555,3,3,6,324,356,680,TAN-019924,EM.1555,NDEMBEZI,,TZA,Shinyanga,Shinyanga Urban,Ndembezi,-3.634374299,33.44093178,0101000020E6100000FC6EDB7370B84040FE051DD532130DC0
TAN-019926,2021,EM.12905,2,14,16,523,536,1059,TAN-019926,EM.12905,MAPINDUZI B,,TZA,Shinyanga,Shinyanga Urban,Ngokolo,-3.645319,33.424003,0101000020E6100000F433F5BA45B640403FE603029D290DC0
TAN-019927,2021,EM.12280,3,19,22,794,777,1571,TAN-019927,EM.12280,MWADUI,,TZA,Shinyanga,Shinyanga Urban,Ngokolo,-3.64058678,33.42758105,0101000020E6100000D611D1F9BAB64040B1CC32F6EB1F0DC0
TAN-019929,2021,EM.794,7,10,17,512,563,1075,TAN-019929,EM.794,IGAGANULWA,,TZA,Simiyu,Bariadi,Dutwa,-2.503574172,33.9812582,0101000020E610000046F762DE99FD40405FCD3EE5510704C0
TAN-019931,2021,EM.9016,6,9,15,480,540,1020,TAN-019931,EM.9016,LUBAGA,,TZA,Simiyu,Bariadi,Dutwa,-2.507007016,33.93832315,0101000020E6100000342A15F91AF840401A80C4B1590E04C0
TAN-019933,2021,EM.7438,10,2,12,429,437,866,TAN-019933,EM.7438,MWAMONDI,,TZA,Simiyu,Bariadi,Dutwa,-2.553240571,33.92622285,0101000020E61000006AC768788EF64040781F7A64096D04C0
TAN-019935,2021,EM.2710,11,12,23,863,850,1713,TAN-019935,EM.2710,SENGEREMA,,TZA,Simiyu,Bariadi,Dutwa,-2.524294796,33.96163046,0101000020E6100000CB44F8B416FB404091435278C13104C0
TAN-019937,2021,EM.14233,10,11,21,592,573,1165,TAN-019937,EM.14233,TUNGE,,TZA,Arusha,Longido,Engarenaibor,-2.514242862,36.65694008,0101000020E61000000C84CF9C1654424079EE935C2B1D04C0
TAN-019939,2021,EM.5548,7,6,13,450,495,945,TAN-019939,EM.5548,GAMBOSI,,TZA,Simiyu,Bariadi,Gambosi,-2.60586,33.810709,0101000020E610000054C90050C5E74040F0A2AF20CDD804C0
TAN-019941,2021,EM.10376,9,3,12,386,479,865,TAN-019941,EM.10376,NYAMSWA,,TZA,Simiyu,Bariadi,Gambosi,-2.60586,33.810709,0101000020E610000054C90050C5E74040F0A2AF20CDD804C0
TAN-019943,2021,EM.7965,11,1,12,551,610,1161,TAN-019943,EM.7965,IKINABUSHU,,TZA,Simiyu,Bariadi,Gilya,-2.4721121,34.0526446,0101000020E6100000CFA7E90EBD064140F75D6CB5E2C603C0
TAN-019945,2021,EM.16519,8,4,12,450,429,879,TAN-019945,EM.16519,ISUYU,,TZA,Simiyu,Bariadi,Gilya,-2.4968359,34.0272568,0101000020E6100000FC4B9C267D0341406FD4AF1985F903C0
TAN-019947,2021,EM.16522,8,2,10,479,530,1009,TAN-019947,EM.16522,NYAWA 'A',,TZA,Simiyu,Bariadi,Gilya,-2.413506,34.169855,0101000020E6100000F20703CFBD1541402499D53BDC4E03C0
TAN-019949,2021,EM.16523,10,3,13,528,666,1194,TAN-019949,EM.16523,NYAWA 'B',,TZA,Simiyu,Bariadi,Gilya,-2.413506,34.169855,0101000020E6100000F20703CFBD1541402499D53BDC4E03C0
TAN-019951,2021,EM.9945,11,2,13,586,715,1301,TAN-019951,EM.9945,IKUNGULYABASHASHI,,TZA,Simiyu,Bariadi,Ikungulyabashashi,-2.6030719,33.9660876,0101000020E61000001B892BC2A8FB4040B9173D5C17D304C0
TAN-019953,2021,EM.7437,8,2,10,267,420,687,TAN-019953,EM.7437,LULAYU,,TZA,Simiyu,Bariadi,Ikungulyabashashi,-2.6030719,33.9660876,0101000020E61000001B892BC2A8FB4040B9173D5C17D304C0
TAN-019955,2021,EM.2709,7,4,11,446,586,1032,TAN-019955,EM.2709,KASOLI,,TZA,Simiyu,Bariadi,Kasoli,-2.57735035,33.67976163,0101000020E61000007CF6D86D02D7404059AC3CDC699E04C0
TAN-019957,2021,EM.6743,6,3,9,527,566,1093,TAN-019957,EM.6743,MWAMLAPA,,TZA,Simiyu,Bariadi,Kasoli,-2.630640351,33.66854572,0101000020E6100000F0A3F9E792D54040E7A9182B8D0B05C0
TAN-019959,2021,EM.7441,6,4,10,243,320,563,TAN-019959,EM.7441,NYAMAGANA,,TZA,Simiyu,Bariadi,Kasoli,-2.580957,33.669856,0101000020E6100000C38366D7BDD54040E50E9BC8CCA504C0
TAN-019961,2021,EM.6739,9,5,14,591,659,1250,TAN-019961,EM.6739,IKUNGULYAMBESHI,,TZA,Simiyu,Bariadi,Kilalo,-2.572819047,33.72697447,0101000020E6100000A6D6DA7F0DDD404089200B27229504C0
TAN-019963,2021,EM.3655,7,4,11,512,611,1123,TAN-019963,EM.3655,KILALO 'A',,TZA,Simiyu,Bariadi,Kilalo,-2.624736,33.717952,0101000020E6100000840CE4D9E5DB40402312859675FF04C0
TAN-019965,2021,EM.6741,6,3,9,392,421,813,TAN-019965,EM.6741,KILALO 'B',,TZA,Simiyu,Bariadi,Kilalo,-2.624736,33.717952,0101000020E6100000840CE4D9E5DB40402312859675FF04C0
TAN-019967,2021,EM.9949,9,6,15,987,969,1956,TAN-019967,EM.9949,MATONGO 'A',,TZA,Simiyu,Bariadi,Matongo,-2.342925,34.086934,0101000020E61000008A743FA7200B4140AED85F764FBE02C0
TAN-019969,2021,EM.5549,6,5,11,601,674,1275,TAN-019969,EM.5549,MATONGO 'B',,TZA,Simiyu,Bariadi,Matongo,-2.342925,34.086934,0101000020E61000008A743FA7200B4140AED85F764FBE02C0
TAN-019971,2021,EM.5552,11,1,12,480,560,1040,TAN-019971,EM.5552,NG'ALITA 'A',,TZA,Simiyu,Bariadi,Matongo,-2.405989624,34.00340052,0101000020E61000003E18A16D6F00414040C3EC7C773F03C0
TAN-019973,2021,EM.7966,8,1,9,439,508,947,TAN-019973,EM.7966,NG'ALITA 'B',,TZA,Simiyu,Bariadi,Matongo,-2.396013156,34.01423903,0101000020E6100000A016A495D20141402B720EF2082B03C0
TAN-019975,2021,EM.9943,14,1,15,936,924,1860,TAN-019975,EM.9943,BYUNA,,TZA,Simiyu,Bariadi,Madobana,-2.582308488,34.15347696,0101000020E6100000DBF10D22A51341404A25415A91A804C0
TAN-019977,2021,EM.9946,11,3,14,509,556,1065,TAN-019977,EM.9946,IKUNGULYANDILI,,TZA,Simiyu,Bariadi,Madobana,-2.582670279,34.11310287,0101000020E6100000EBDDA3277A0E4140E33F05094FA904C0
TAN-019979,2021,EM.5550,5,7,12,363,555,918,TAN-019979,EM.5550,MWADOBANA,,TZA,Simiyu,Bariadi,Madobana,-2.574490402,34.08499813,0101000020E61000001C49FE37E10A4140ABA5836C8E9804C0
TAN-019981,2021,EM.6736,11,1,12,532,616,1148,TAN-019981,EM.6736,GASUMA 'A',,TZA,Simiyu,Bariadi,Mwaubinge,-2.52492362,34.11377271,0101000020E61000004B50AA1A900E41402A62A6270B3304C0
TAN-019983,2021,EM.7435,8,3,11,526,574,1100,TAN-019983,EM.7435,GASUMA 'B',,TZA,Simiyu,Bariadi,Mwaubinge,-2.509749134,34.10936195,0101000020E6100000A1568792FF0D4140F98D9D5AF71304C0
TAN-019985,2021,EM.14232,7,2,9,325,409,734,TAN-019985,EM.14232,MWAUBINGI,,TZA,Simiyu,Bariadi,Mwaubinge,-2.51733999,34.15915704,0101000020E610000034DD04425F14414028B40F26832304C0
TAN-019987,2021,EM.6745,6,3,9,764,772,1536,TAN-019987,EM.6745,MWASINASI,,TZA,Simiyu,Bariadi,Mwaumatondo,-2.663957439,34.27529083,0101000020E61000008EDEDBBA3C234140FE86F3EAC84F05C0
TAN-019989,2021,EM.5551,7,4,11,436,564,1000,TAN-019989,EM.5551,MWAUMATONDO,,TZA,Simiyu,Bariadi,Mwaumatondo,-2.654916336,34.22707261,0101000020E610000039E21CB7101D4140A1E3A5C6443D05C0
TAN-019991,2021,EM.6746,10,1,11,275,323,598,TAN-019991,EM.6746,NGALA,,TZA,Simiyu,Bariadi,Ngulyati,-2.690362,33.791263,0101000020E610000076C4211B48E540408F352383DC8505C0
TAN-019993,2021,EM.5553,5,12,17,591,719,1310,TAN-019993,EM.5553,NGULYATI,,TZA,Simiyu,Bariadi,Ngulyati,-2.690362,33.791263,0101000020E610000076C4211B48E540408F352383DC8505C0
TAN-019995,2021,EM.6747,6,4,10,397,410,807,TAN-019995,EM.6747,NYANGUGE 'A',,TZA,Simiyu,Bariadi,Ngulyati,-2.690362,33.791263,0101000020E610000076C4211B48E540408F352383DC8505C0
TAN-019997,2021,EM.5554,5,4,9,158,165,323,TAN-019997,EM.5554,NYANGUGE 'B',,TZA,Simiyu,Bariadi,Ngulyati,-2.690362,33.791263,0101000020E610000076C4211B48E540408F352383DC8505C0
TAN-019999,2021,EM.2514,7,3,10,249,255,504,TAN-019999,EM.2514,NYASOSI,,TZA,Simiyu,Bariadi,Ngulyati,-2.690362,33.791263,0101000020E610000076C4211B48E540408F352383DC8505C0
TAN-020001,2021,EM.3202,7,3,10,561,614,1175,TAN-020001,EM.3202,HALAWA,,TZA,Simiyu,Bariadi,Nkindwabiye,-2.474668049,34.23479687,0101000020E610000034EDE6D20D1E4140FC4917C31ECC03C0
TAN-020003,2021,EM.8812,10,1,11,634,692,1326,TAN-020003,EM.8812,NKINDWABIYE,,TZA,Simiyu,Bariadi,Nkindwabiye,-2.5144469,34.19751159,0101000020E6100000C3D04D0F48194140893A1856961D04C0
TAN-020005,2021,EM.14231,11,3,14,362,451,813,TAN-020005,EM.14231,GIYUKI,,TZA,Simiyu,Bariadi,Nkololo,-2.690384443,34.15062611,0101000020E6100000D52F64B74713414042D16247E88505C0
TAN-020007,2021,EM.2841,11,5,16,787,887,1674,TAN-020007,EM.2841,MWAMOTO,,TZA,Simiyu,Bariadi,Nkololo,-2.6658086,34.14068211,0101000020E610000088CA12DF01124140142A9375935305C0
TAN-020009,2021,EM.3203,10,8,18,507,575,1082,TAN-020009,EM.3203,NKOLOLO 'A',,TZA,Simiyu,Bariadi,Nkololo,-2.644725809,34.16770911,0101000020E61000007B58FB7D771541404F564401662805C0
TAN-020011,2021,EM.7440,11,4,15,632,718,1350,TAN-020011,EM.7440,NKOLOLO 'B',,TZA,Simiyu,Bariadi,Nkololo,-2.659052,34.168207,0101000020E6100000A9FA95CE871541403AE8120EBD4505C0
TAN-020013,2021,EM.6737,4,10,14,453,439,892,TAN-020013,EM.6737,IBULYU,,TZA,Simiyu,Bariadi,Sakwe,-2.776144656,33.93406296,0101000020E61000006FCD04608FF74040A1E153548B3506C0
TAN-020015,2021,EM.6744,12,2,14,332,408,740,TAN-020015,EM.6744,MWANGIMU,,TZA,Simiyu,Bariadi,Sakwe,-2.773822476,33.87161011,0101000020E61000000FA88AEB90EF404051A39AD6C93006C0
TAN-020017,2021,EM.9954,8,3,11,406,502,908,TAN-020017,EM.9954,SAKWE,,TZA,Simiyu,Bariadi,Sakwe,-2.765237582,33.85949503,0101000020E61000005776E2EE03EE404086E1A2E1341F06C0
TAN-020019,2021,EM.6738,13,6,19,899,981,1880,TAN-020019,EM.6738,IGEGU,,TZA,Simiyu,Bariadi,Sapiwi,-2.428841941,33.94986111,0101000020E61000009C98810C95F940403CFCFDAE446E03C0
TAN-020021,2021,EM.7967,11,1,12,573,641,1214,TAN-020021,EM.7967,NYAMIKOMA,,TZA,Simiyu,Bariadi,Sapiwi,-2.306834644,33.97034451,0101000020E6100000CD26B83F34FC40401314CAB8657402C0
TAN-020023,2021,EM.14709,6,6,12,607,586,1193,TAN-020023,EM.14709,SANGIDA,,TZA,Simiyu,Bariadi,Sapiwi,-2.366558,33.964277,0101000020E61000007BA4C16D6DFB404085B2F0F5B5EE02C0
TAN-020025,2021,EM.9955,5,5,10,258,295,553,TAN-020025,EM.9955,SAPIWI 'A',,TZA,Simiyu,Bariadi,Sapiwi,-2.37316502,33.9618106,0101000020E61000001BF9179C1CFB40401C4A27F13DFC02C0
TAN-020027,2021,EM.9956,9,6,15,419,408,827,TAN-020027,EM.9956,SAPIWI 'B',,TZA,Simiyu,Bariadi,Sapiwi,-2.358752264,33.95253781,0101000020E6100000A5134BC2ECF94040B9F7C981B9DE02C0
TAN-020029,2021,EM.9957,6,7,13,594,572,1166,TAN-020029,EM.9957,SAPIWI 'C',,TZA,Simiyu,Bariadi,Sapiwi,-2.378219191,33.97814569,0101000020E6100000FDA2C2E033FD4040418480C8970603C0
TAN-020031,2021,EM.15859,9,41,50,1313,1324,2637,TAN-020031,EM.15859,KIDINDA,,TZA,Simiyu,Bariadi,Bariadi,-2.7965052,33.9695689,0101000020E6100000FE5B6ED51AFC404063C0481E3E5F06C0
TAN-020033,2021,EM.15873,5,24,29,763,814,1577,TAN-020033,EM.15873,SALUNDA,,TZA,Simiyu,Bariadi,Bariadi,-2.8145882,33.9798574,0101000020E61000002EDF9FF76BFD4040FAA875D1468406C0
TAN-020035,2021,EM.15854,10,8,18,478,506,984,TAN-020035,EM.15854,IMALILO,,TZA,Simiyu,Bariadi,Bunamhala,-2.857978915,33.97150013,0101000020E61000007334C31D5AFC404017A9A40C24DD06C0
TAN-020037,2021,EM.15858,7,7,14,635,672,1307,TAN-020037,EM.15858,KIDALIMANDA,,TZA,Simiyu,Bariadi,Bunamhala,-2.886404048,34.01927884,0101000020E610000004A7A1BA77024140BA9D69015B1707C0
TAN-020039,2021,EM.15860,10,6,16,653,804,1457,TAN-020039,EM.15860,KILULU,,TZA,Simiyu,Bariadi,Bunamhala,-2.85155236,34.05781534,0101000020E6100000E940397E66074140C14008AFFACF06C0
TAN-020041,2021,EM.15861,12,10,22,542,572,1114,TAN-020041,EM.15861,MAHAHA,,TZA,Simiyu,Bariadi,Bunamhala,-2.833034752,34.02929856,0101000020E61000008C82220EC0034140F92BC21F0EAA06C0
TAN-020043,2021,EM.15847,6,2,8,381,465,846,TAN-020043,EM.15847,DITIMA,,TZA,Simiyu,Bariadi,Guduwi,-2.6597623,33.906673,0101000020E6100000469561DC0DF44040E711ED74314705C0
TAN-020045,2021,EM.15878,7,1,8,221,249,470,TAN-020045,EM.15878,YEYA,,TZA,Simiyu,Bariadi,Guduwi,-2.6662243,33.8646694,0101000020E61000000C6DA57CADEE40406967E2676D5405C0
TAN-020047,2021,EM.15862,9,17,26,680,723,1403,TAN-020047,EM.15862,MAJAHIDA,,TZA,Simiyu,Bariadi,Isanga,-2.8353838,33.9912103,0101000020E6100000ABFAA6FADFFE40409ADDA4B3DDAE06C0
TAN-020049,2021,EM.15844,5,18,23,625,660,1285,TAN-020049,EM.15844,BARIADI,,TZA,Simiyu,Bariadi,Malambo,-2.7995998,33.9900285,0101000020E6100000D1CDFE40B9FE4040EA1A7794946506C0
TAN-020051,2021,EM.15867,11,3,14,355,378,733,TAN-020051,EM.15867,NGASHANDA,,TZA,Simiyu,Bariadi,Malambo,-2.7960716,34.0323158,0101000020E6100000711294EC22044140F5317AC95A5E06C0
TAN-020053,2021,EM.15864,7,9,16,415,472,887,TAN-020053,EM.15864,MBITI,,TZA,Simiyu,Bariadi,Mhango,-2.728122655,33.89488512,0101000020E6100000DC097A988BF24040109D75F831D305C0
TAN-020055,2021,EM.15865,9,7,16,922,869,1791,TAN-020055,EM.15865,MHANGO,,TZA,Simiyu,Bariadi,Mhango,-2.739539411,33.89397599,0101000020E6100000C83A24CE6DF24040EAC882A393EA05C0
TAN-020057,2021,EM.15875,9,4,13,452,576,1028,TAN-020057,EM.15875,SHIMBALE,,TZA,Simiyu,Bariadi,Mhango,-2.696355544,33.84083408,0101000020E61000002B7B7D73A0EB404042F2FEDA229205C0
TAN-020059,2021,EM.15846,6,8,14,482,521,1003,TAN-020059,EM.15846,BUPANDAGILA,,TZA,Simiyu,Bariadi,Nyakabindi,-2.648109809,34.02386975,0101000020E61000008ECEF9290E03414076F90E32542F05C0
TAN-020061,2021,EM.15870,12,10,22,507,600,1107,TAN-020061,EM.15870,NYAKABINDI,,TZA,Simiyu,Bariadi,Nyakabindi,-2.643139642,33.98434215,0101000020E610000084296FECFEFD40408D358965262505C0
TAN-020063,2021,EM.15863,12,0,12,621,669,1290,TAN-020063,EM.15863,MATALE,,TZA,Simiyu,Bariadi,Nyangokolwa,-2.8077177,34.0774048,0101000020E6100000D6468666E8094140E5338FB2347606C0
TAN-020065,2021,EM.15871,6,9,15,583,679,1262,TAN-020065,EM.15871,NYAUMATA,,TZA,Simiyu,Bariadi,Somanda,-2.7338477,33.9770923,0101000020E610000033D6485C11FD404064F5FD8AEBDE05C0
TAN-020067,2021,EM.15874,4,21,25,708,758,1466,TAN-020067,EM.15874,SANUNGU,,TZA,Simiyu,Bariadi,Somanda,-2.7671165,34.0218556,0101000020E6100000039E0F2ACC024140A0C6BDF90D2306C0
TAN-020069,2021,EM.1687,15,0,15,624,613,1237,TAN-020069,EM.1687,BADUGU,,TZA,Simiyu,Busega,Ngasamo,-2.474136702,33.85444895,0101000020E6100000FF2C4C955EED4040EA62E72E08CB03C0
TAN-020071,2021,EM.3656,15,2,17,671,667,1338,TAN-020071,EM.3656,BUSAMI,,TZA,Simiyu,Busega,Badugu,-2.51036958,33.68049114,0101000020E610000046C26B551AD740403AC977A53C1504C0
TAN-020073,2021,EM.3659,12,2,14,396,468,864,TAN-020073,EM.3659,MANALA,,TZA,Simiyu,Busega,Nyaluhande,-2.454318678,33.64132804,0101000020E610000065E7860917D2404090C6BFD471A203C0
TAN-020075,2021,EM.8943,5,2,7,198,193,391,TAN-020075,EM.8943,MIZWALE,,TZA,Simiyu,Busega,Badugu,-2.467199985,33.71409901,0101000020E61000002A07AB9867DB40402F228258D3BC03C0
TAN-020077,2021,EM.4457,6,3,9,342,395,737,TAN-020077,EM.4457,MWANIGA,,TZA,Simiyu,Busega,Nyaluhande,-2.447701063,33.59244036,0101000020E6100000E683F115D5CB404067C17F4BE49403C0
TAN-020079,2021,EM.945,5,3,8,404,392,796,TAN-020079,EM.945,IGALUKILO,,TZA,Simiyu,Busega,Igalukilo,-2.411964151,33.7764877,0101000020E6100000859FEEF263E34040F15A5DDCB34B03C0
TAN-020081,2021,EM.3658,4,2,6,195,202,397,TAN-020081,EM.3658,LUNALA,,TZA,Simiyu,Busega,Igalukilo,-2.434774765,33.76814524,0101000020E610000065304E9552E240409F6826316B7A03C0
TAN-020083,2021,EM.8614,4,2,6,197,203,400,TAN-020083,EM.8614,MALANGALE,,TZA,Simiyu,Busega,Igalukilo,-2.406366912,33.75612248,0101000020E61000006AAF159FC8E040406ABBA94B3D4003C0
TAN-020085,2021,EM.9317,6,1,7,109,110,219,TAN-020085,EM.9317,MWABONJI,,TZA,Simiyu,Busega,Igalukilo,-2.349735708,33.7901589,0101000020E6100000591245ED23E54040C6D3203C42CC02C0
TAN-020087,2021,EM.947,14,2,16,633,625,1258,TAN-020087,EM.947,MWAMAGIGISI,,TZA,Simiyu,Busega,Igalukilo,-2.376982802,33.79086679,0101000020E610000071457B1F3BE540409FF42D8F0F0403C0
TAN-020089,2021,EM.3660,6,1,7,238,235,473,TAN-020089,EM.3660,MWAMJULILA,,TZA,Simiyu,Busega,Badugu,-2.444053284,33.72497869,0101000020E610000068EC091ACCDC4040F3B0E3CE6B8D03C0
TAN-020091,2021,EM.10230,6,1,7,278,294,572,TAN-020091,EM.10230,MWAMKINGA,,TZA,Simiyu,Busega,Igalukilo,-2.405535122,33.81776545,0101000020E61000003DC6CB89ACE8404078F4B232893E03C0
TAN-020093,2021,EM.3657,8,0,8,212,191,403,TAN-020093,EM.3657,CHUMVE,,TZA,Simiyu,Busega,Kabita,-2.296624887,33.70375896,0101000020E6100000C6BB0AC614DA4040F0C166DE7C5F02C0
